branch_,radius_spec,year_quarter,new_business_count,treatment_date,treatment_quarter,post
Little Italy,0.25mi,2021Q3,6,2019-01-22,2019Q1,1
Little Italy,0.25mi,2021Q4,8,2019-01-22,2019Q1,1
Little Italy,0.25mi,2022Q1,1,2019-01-22,2019Q1,1
Little Italy,0.25mi,2022Q2,4,2019-01-22,2019Q1,1
Little Italy,0.25mi,2022Q3,7,2019-01-22,2019Q1,1
Little Italy,0.25mi,2022Q4,0,2019-01-22,2019Q1,1
Little Italy,0.25mi,2023Q1,3,2019-01-22,2019Q1,1
Little Italy,0.25mi,2023Q2,7,2019-01-22,2019Q1,1
Little Italy,0.25mi,2023Q3,14,2019-01-22,2019Q1,1
Little Italy,0.25mi,2023Q4,3,2019-01-22,2019Q1,1
Little Italy,0.25mi,2024Q1,0,2019-01-22,2019Q1,1
Little Italy,0.25mi,2024Q2,4,2019-01-22,2019Q1,1
Little Italy,0.25mi,2024Q3,5,2019-01-22,2019Q1,1
Little Italy,0.25mi,2024Q4,0,2019-01-22,2019Q1,1
Little Italy,0.25mi,2025Q1,1,2019-01-22,2019Q1,1
Little Italy,0.25mi,2025Q2,3,2019-01-22,2019Q1,1
Little Italy,0.25mi,2025Q3,6,2019-01-22,2019Q1,1
Little Italy,0.25mi,2025Q4,3,2019-01-22,2019Q1,1
Little Italy,0.25mi,2026Q1,3,2019-01-22,2019Q1,1
Little Italy,0.25mi,2026Q2,3,2019-01-22,2019Q1,1
Little Italy,0.5mi,2005Q1,10,2019-01-22,2019Q1,0
Little Italy,0.5mi,2005Q2,6,2019-01-22,2019Q1,0
Little Italy,0.5mi,2005Q3,5,2019-01-22,2019Q1,0
Little Italy,0.5mi,2005Q4,2,2019-01-22,2019Q1,0
Little Italy,0.5mi,2006Q1,7,2019-01-22,2019Q1,0
Little Italy,0.5mi,2006Q2,8,2019-01-22,2019Q1,0
Little Italy,0.5mi,2006Q3,11,2019-01-22,2019Q1,0
Little Italy,0.5mi,2006Q4,4,2019-01-22,2019Q1,0
Little Italy,0.5mi,2007Q1,9,2019-01-22,2019Q1,0
Little Italy,0.5mi,2007Q2,5,2019-01-22,2019Q1,0
Little Italy,0.5mi,2007Q3,21,2019-01-22,2019Q1,0
Little Italy,0.5mi,2007Q4,6,2019-01-22,2019Q1,0
Little Italy,0.5mi,2008Q1,8,2019-01-22,2019Q1,0
Little Italy,0.5mi,2008Q2,10,2019-01-22,2019Q1,0
Little Italy,0.5mi,2008Q3,7,2019-01-22,2019Q1,0
Little Italy,0.5mi,2008Q4,7,2019-01-22,2019Q1,0
Little Italy,0.5mi,2009Q1,11,2019-01-22,2019Q1,0
Little Italy,0.5mi,2009Q2,3,2019-01-22,2019Q1,0
Little Italy,0.5mi,2009Q3,10,2019-01-22,2019Q1,0
Little Italy,0.5mi,2009Q4,4,2019-01-22,2019Q1,0
Little Italy,0.5mi,2010Q1,6,2019-01-22,2019Q1,0
Little Italy,0.5mi,2010Q2,7,2019-01-22,2019Q1,0
Little Italy,0.5mi,2010Q3,23,2019-01-22,2019Q1,0
Little Italy,0.5mi,2010Q4,7,2019-01-22,2019Q1,0
Little Italy,0.5mi,2011Q1,4,2019-01-22,2019Q1,0
Little Italy,0.5mi,2011Q2,11,2019-01-22,2019Q1,0
Little Italy,0.5mi,2011Q3,26,2019-01-22,2019Q1,0
Little Italy,0.5mi,2011Q4,7,2019-01-22,2019Q1,0
Little Italy,0.5mi,2012Q1,7,2019-01-22,2019Q1,0
Little Italy,0.5mi,2012Q2,5,2019-01-22,2019Q1,0
Little Italy,0.5mi,2012Q3,25,2019-01-22,2019Q1,0
Little Italy,0.5mi,2012Q4,29,2019-01-22,2019Q1,0
Little Italy,0.5mi,2013Q1,2,2019-01-22,2019Q1,0
Little Italy,0.5mi,2013Q2,4,2019-01-22,2019Q1,0
Little Italy,0.5mi,2013Q3,30,2019-01-22,2019Q1,0
Little Italy,0.5mi,2013Q4,5,2019-01-22,2019Q1,0
Little Italy,0.5mi,2014Q1,2,2019-01-22,2019Q1,0
Little Italy,0.5mi,2014Q2,9,2019-01-22,2019Q1,0
Little Italy,0.5mi,2014Q3,36,2019-01-22,2019Q1,0
Little Italy,0.5mi,2014Q4,9,2019-01-22,2019Q1,0
Little Italy,0.5mi,2015Q1,8,2019-01-22,2019Q1,0
Little Italy,0.5mi,2015Q2,21,2019-01-22,2019Q1,0
Little Italy,0.5mi,2015Q3,40,2019-01-22,2019Q1,0
Little Italy,0.5mi,2015Q4,5,2019-01-22,2019Q1,0
Little Italy,0.5mi,2016Q1,1,2019-01-22,2019Q1,0
Little Italy,0.5mi,2016Q2,10,2019-01-22,2019Q1,0
Little Italy,0.5mi,2016Q3,39,2019-01-22,2019Q1,0
Little Italy,0.5mi,2016Q4,7,2019-01-22,2019Q1,0
Little Italy,0.5mi,2017Q1,2,2019-01-22,2019Q1,0
Little Italy,0.5mi,2017Q2,9,2019-01-22,2019Q1,0
Little Italy,0.5mi,2017Q3,23,2019-01-22,2019Q1,0
Little Italy,0.5mi,2017Q4,7,2019-01-22,2019Q1,0
Little Italy,0.5mi,2018Q1,5,2019-01-22,2019Q1,0
Little Italy,0.5mi,2018Q2,6,2019-01-22,2019Q1,0
Little Italy,0.5mi,2018Q3,34,2019-01-22,2019Q1,0
Little Italy,0.5mi,2018Q4,8,2019-01-22,2019Q1,0
Little Italy,0.5mi,2019Q1,5,2019-01-22,2019Q1,1
Little Italy,0.5mi,2019Q2,9,2019-01-22,2019Q1,1
Little Italy,0.5mi,2019Q3,37,2019-01-22,2019Q1,1
Little Italy,0.5mi,2019Q4,4,2019-01-22,2019Q1,1
Little Italy,0.5mi,2020Q1,5,2019-01-22,2019Q1,1
Little Italy,0.5mi,2020Q2,12,2019-01-22,2019Q1,1
Little Italy,0.5mi,2020Q3,8,2019-01-22,2019Q1,1
Little Italy,0.5mi,2020Q4,5,2019-01-22,2019Q1,1
Little Italy,0.5mi,2021Q1,2,2019-01-22,2019Q1,1
Little Italy,0.5mi,2021Q2,2,2019-01-22,2019Q1,1
Little Italy,0.5mi,2021Q3,10,2019-01-22,2019Q1,1
Little Italy,0.5mi,2021Q4,11,2019-01-22,2019Q1,1
Little Italy,0.5mi,2022Q1,2,2019-01-22,2019Q1,1
Little Italy,0.5mi,2022Q2,9,2019-01-22,2019Q1,1
Little Italy,0.5mi,2022Q3,9,2019-01-22,2019Q1,1
Little Italy,0.5mi,2022Q4,7,2019-01-22,2019Q1,1
Little Italy,0.5mi,2023Q1,3,2019-01-22,2019Q1,1
Little Italy,0.5mi,2023Q2,8,2019-01-22,2019Q1,1
Little Italy,0.5mi,2023Q3,18,2019-01-22,2019Q1,1
Little Italy,0.5mi,2023Q4,5,2019-01-22,2019Q1,1
Little Italy,0.5mi,2024Q1,2,2019-01-22,2019Q1,1
Little Italy,0.5mi,2024Q2,5,2019-01-22,2019Q1,1
Little Italy,0.5mi,2024Q3,10,2019-01-22,2019Q1,1
Little Italy,0.5mi,2024Q4,4,2019-01-22,2019Q1,1
Little Italy,0.5mi,2025Q1,4,2019-01-22,2019Q1,1
Little Italy,0.5mi,2025Q2,7,2019-01-22,2019Q1,1
Little Italy,0.5mi,2025Q3,10,2019-01-22,2019Q1,1
Little Italy,0.5mi,2025Q4,6,2019-01-22,2019Q1,1
Little Italy,0.5mi,2026Q1,4,2019-01-22,2019Q1,1
Little Italy,0.5mi,2026Q2,5,2019-01-22,2019Q1,1
Northtown,0.25mi,2005Q1,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2005Q2,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2005Q3,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2005Q4,4,2019-03-05,2019Q1,0
Northtown,0.25mi,2006Q1,3,2019-03-05,2019Q1,0
Northtown,0.25mi,2006Q2,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2006Q3,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2006Q4,4,2019-03-05,2019Q1,0
Northtown,0.25mi,2007Q1,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2007Q2,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2007Q3,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2007Q4,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2008Q1,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2008Q2,7,2019-03-05,2019Q1,0
Northtown,0.25mi,2008Q3,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2008Q4,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2009Q1,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2009Q2,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2009Q3,5,2019-03-05,2019Q1,0
Northtown,0.25mi,2009Q4,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2010Q1,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2010Q2,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2010Q3,4,2019-03-05,2019Q1,0
Northtown,0.25mi,2010Q4,3,2019-03-05,2019Q1,0
Northtown,0.25mi,2011Q1,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2011Q2,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2011Q3,3,2019-03-05,2019Q1,0
Northtown,0.25mi,2011Q4,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2012Q1,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2012Q2,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2012Q3,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2012Q4,11,2019-03-05,2019Q1,0
Northtown,0.25mi,2013Q1,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2013Q2,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2013Q3,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2013Q4,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2014Q1,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2014Q2,3,2019-03-05,2019Q1,0
Northtown,0.25mi,2014Q3,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2014Q4,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2015Q1,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2015Q2,3,2019-03-05,2019Q1,0
Northtown,0.25mi,2015Q3,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2015Q4,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2016Q1,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2016Q2,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2016Q3,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2016Q4,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2017Q1,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2017Q2,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2017Q3,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2017Q4,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2018Q1,2,2019-03-05,2019Q1,0
Northtown,0.25mi,2018Q2,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2018Q3,1,2019-03-05,2019Q1,0
Northtown,0.25mi,2018Q4,0,2019-03-05,2019Q1,0
Northtown,0.25mi,2019Q1,1,2019-03-05,2019Q1,1
Northtown,0.25mi,2019Q2,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2019Q3,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2019Q4,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2020Q1,2,2019-03-05,2019Q1,1
Northtown,0.25mi,2020Q2,1,2019-03-05,2019Q1,1
Northtown,0.25mi,2020Q3,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2020Q4,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2021Q1,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2021Q2,1,2019-03-05,2019Q1,1
Northtown,0.25mi,2021Q3,3,2019-03-05,2019Q1,1
Northtown,0.25mi,2021Q4,5,2019-03-05,2019Q1,1
Northtown,0.25mi,2022Q1,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2022Q2,1,2019-03-05,2019Q1,1
Northtown,0.25mi,2022Q3,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2022Q4,1,2019-03-05,2019Q1,1
Northtown,0.25mi,2023Q1,3,2019-03-05,2019Q1,1
Northtown,0.25mi,2023Q2,1,2019-03-05,2019Q1,1
Northtown,0.25mi,2023Q3,1,2019-03-05,2019Q1,1
Northtown,0.25mi,2023Q4,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2024Q1,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2024Q2,1,2019-03-05,2019Q1,1
Northtown,0.25mi,2024Q3,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2024Q4,2,2019-03-05,2019Q1,1
Northtown,0.25mi,2025Q1,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2025Q2,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2025Q3,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2025Q4,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2026Q1,0,2019-03-05,2019Q1,1
Northtown,0.25mi,2026Q2,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2005Q1,7,2019-03-05,2019Q1,0
Northtown,0.5mi,2005Q2,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2005Q3,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2005Q4,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2006Q1,9,2019-03-05,2019Q1,0
Northtown,0.5mi,2006Q2,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2006Q3,4,2019-03-05,2019Q1,0
Northtown,0.5mi,2006Q4,11,2019-03-05,2019Q1,0
Northtown,0.5mi,2007Q1,8,2019-03-05,2019Q1,0
Northtown,0.5mi,2007Q2,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2007Q3,1,2019-03-05,2019Q1,0
Northtown,0.5mi,2007Q4,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2008Q1,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2008Q2,13,2019-03-05,2019Q1,0
Northtown,0.5mi,2008Q3,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2008Q4,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2009Q1,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2009Q2,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2009Q3,7,2019-03-05,2019Q1,0
Northtown,0.5mi,2009Q4,6,2019-03-05,2019Q1,0
Northtown,0.5mi,2010Q1,4,2019-03-05,2019Q1,0
Northtown,0.5mi,2010Q2,4,2019-03-05,2019Q1,0
Northtown,0.5mi,2010Q3,8,2019-03-05,2019Q1,0
Northtown,0.5mi,2010Q4,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2011Q1,4,2019-03-05,2019Q1,0
Northtown,0.5mi,2011Q2,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2011Q3,10,2019-03-05,2019Q1,0
Northtown,0.5mi,2011Q4,13,2019-03-05,2019Q1,0
Northtown,0.5mi,2012Q1,4,2019-03-05,2019Q1,0
Northtown,0.5mi,2012Q2,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2012Q3,2,2019-03-05,2019Q1,0
Northtown,0.5mi,2012Q4,36,2019-03-05,2019Q1,0
Northtown,0.5mi,2013Q1,2,2019-03-05,2019Q1,0
Northtown,0.5mi,2013Q2,11,2019-03-05,2019Q1,0
Northtown,0.5mi,2013Q3,1,2019-03-05,2019Q1,0
Northtown,0.5mi,2013Q4,7,2019-03-05,2019Q1,0
Northtown,0.5mi,2014Q1,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2014Q2,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2014Q3,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2014Q4,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2015Q1,7,2019-03-05,2019Q1,0
Northtown,0.5mi,2015Q2,4,2019-03-05,2019Q1,0
Northtown,0.5mi,2015Q3,4,2019-03-05,2019Q1,0
Northtown,0.5mi,2015Q4,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2016Q1,2,2019-03-05,2019Q1,0
Northtown,0.5mi,2016Q2,2,2019-03-05,2019Q1,0
Northtown,0.5mi,2016Q3,6,2019-03-05,2019Q1,0
Northtown,0.5mi,2016Q4,1,2019-03-05,2019Q1,0
Northtown,0.5mi,2017Q1,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2017Q2,4,2019-03-05,2019Q1,0
Northtown,0.5mi,2017Q3,5,2019-03-05,2019Q1,0
Northtown,0.5mi,2017Q4,1,2019-03-05,2019Q1,0
Northtown,0.5mi,2018Q1,2,2019-03-05,2019Q1,0
Northtown,0.5mi,2018Q2,6,2019-03-05,2019Q1,0
Northtown,0.5mi,2018Q3,3,2019-03-05,2019Q1,0
Northtown,0.5mi,2018Q4,1,2019-03-05,2019Q1,0
Northtown,0.5mi,2019Q1,1,2019-03-05,2019Q1,1
Northtown,0.5mi,2019Q2,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2019Q3,0,2019-03-05,2019Q1,1
Northtown,0.5mi,2019Q4,2,2019-03-05,2019Q1,1
Northtown,0.5mi,2020Q1,5,2019-03-05,2019Q1,1
Northtown,0.5mi,2020Q2,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2020Q3,0,2019-03-05,2019Q1,1
Northtown,0.5mi,2020Q4,1,2019-03-05,2019Q1,1
Northtown,0.5mi,2021Q1,0,2019-03-05,2019Q1,1
Northtown,0.5mi,2021Q2,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2021Q3,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2021Q4,5,2019-03-05,2019Q1,1
Northtown,0.5mi,2022Q1,2,2019-03-05,2019Q1,1
Northtown,0.5mi,2022Q2,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2022Q3,5,2019-03-05,2019Q1,1
Northtown,0.5mi,2022Q4,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2023Q1,4,2019-03-05,2019Q1,1
Northtown,0.5mi,2023Q2,1,2019-03-05,2019Q1,1
Northtown,0.5mi,2023Q3,2,2019-03-05,2019Q1,1
Northtown,0.5mi,2023Q4,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2024Q1,0,2019-03-05,2019Q1,1
Northtown,0.5mi,2024Q2,4,2019-03-05,2019Q1,1
Northtown,0.5mi,2024Q3,2,2019-03-05,2019Q1,1
Northtown,0.5mi,2024Q4,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2025Q1,0,2019-03-05,2019Q1,1
Northtown,0.5mi,2025Q2,3,2019-03-05,2019Q1,1
Northtown,0.5mi,2025Q3,2,2019-03-05,2019Q1,1
Northtown,0.5mi,2025Q4,1,2019-03-05,2019Q1,1
Northtown,0.5mi,2026Q1,1,2019-03-05,2019Q1,1
Northtown,0.5mi,2026Q2,4,2019-03-05,2019Q1,1
Legler Regional,0.25mi,2005Q1,11,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2005Q2,8,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2005Q3,12,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2005Q4,12,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2006Q1,10,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2006Q2,6,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2006Q3,7,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2006Q4,6,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2007Q1,8,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2007Q2,12,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2007Q3,14,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2007Q4,5,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2008Q1,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2008Q2,9,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2008Q3,10,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2008Q4,5,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2009Q1,2,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2009Q2,6,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2009Q3,9,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2009Q4,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2010Q1,7,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2010Q2,5,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2010Q3,16,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2010Q4,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2011Q1,6,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2011Q2,3,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2011Q3,12,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2011Q4,11,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2012Q1,6,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2012Q2,13,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2012Q3,7,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2012Q4,15,2019-06-01,2019Q2,0
