branch_,radius_spec,year_quarter,new_business_count,treatment_date,treatment_quarter,post
Legler Regional,0.25mi,2013Q1,2,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2013Q2,5,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2013Q3,2,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2013Q4,8,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2014Q1,5,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2014Q2,5,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2014Q3,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2014Q4,3,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2015Q1,2,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2015Q2,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2015Q3,8,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2015Q4,5,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2016Q1,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2016Q2,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2016Q3,1,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2016Q4,3,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2017Q1,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2017Q2,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2017Q3,9,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2017Q4,1,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2018Q1,4,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2018Q2,3,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2018Q3,7,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2018Q4,9,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2019Q1,8,2019-06-01,2019Q2,0
Legler Regional,0.25mi,2019Q2,2,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2019Q3,2,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2019Q4,2,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2020Q1,1,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2020Q2,3,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2020Q3,6,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2020Q4,1,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2021Q1,4,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2021Q2,3,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2021Q3,6,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2021Q4,7,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2022Q1,4,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2022Q2,10,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2022Q3,4,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2022Q4,1,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2023Q1,3,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2023Q2,6,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2023Q3,9,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2023Q4,4,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2024Q1,3,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2024Q2,3,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2024Q3,7,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2024Q4,8,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2025Q1,5,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2025Q2,4,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2025Q3,10,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2025Q4,6,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2026Q1,8,2019-06-01,2019Q2,1
Legler Regional,0.25mi,2026Q2,4,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2005Q1,16,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2005Q2,13,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2005Q3,27,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2005Q4,16,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2006Q1,16,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2006Q2,11,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2006Q3,12,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2006Q4,8,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2007Q1,12,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2007Q2,15,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2007Q3,16,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2007Q4,8,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2008Q1,6,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2008Q2,15,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2008Q3,12,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2008Q4,9,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2009Q1,5,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2009Q2,13,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2009Q3,14,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2009Q4,10,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2010Q1,10,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2010Q2,6,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2010Q3,20,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2010Q4,9,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2011Q1,10,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2011Q2,4,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2011Q3,19,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2011Q4,14,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2012Q1,11,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2012Q2,13,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2012Q3,11,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2012Q4,36,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2013Q1,6,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2013Q2,10,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2013Q3,6,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2013Q4,12,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2014Q1,5,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2014Q2,9,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2014Q3,7,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2014Q4,5,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2015Q1,5,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2015Q2,6,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2015Q3,18,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2015Q4,7,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2016Q1,5,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2016Q2,6,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2016Q3,4,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2016Q4,6,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2017Q1,6,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2017Q2,8,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2017Q3,10,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2017Q4,4,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2018Q1,4,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2018Q2,4,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2018Q3,10,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2018Q4,15,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2019Q1,10,2019-06-01,2019Q2,0
Legler Regional,0.5mi,2019Q2,4,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2019Q3,5,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2019Q4,3,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2020Q1,8,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2020Q2,6,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2020Q3,8,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2020Q4,3,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2021Q1,4,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2021Q2,3,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2021Q3,7,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2021Q4,7,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2022Q1,7,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2022Q2,11,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2022Q3,7,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2022Q4,4,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2023Q1,8,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2023Q2,8,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2023Q3,10,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2023Q4,9,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2024Q1,3,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2024Q2,4,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2024Q3,8,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2024Q4,12,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2025Q1,6,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2025Q2,10,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2025Q3,12,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2025Q4,10,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2026Q1,10,2019-06-01,2019Q2,1
Legler Regional,0.5mi,2026Q2,5,2019-06-01,2019Q2,1
Altgeld,0.25mi,2005Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2005Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2005Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2005Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2006Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2006Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2006Q3,1,2020-11-09,2020Q4,0
Altgeld,0.25mi,2006Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2007Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2007Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2007Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2007Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2008Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2008Q2,1,2020-11-09,2020Q4,0
Altgeld,0.25mi,2008Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2008Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2009Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2009Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2009Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2009Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2010Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2010Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2010Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2010Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2011Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2011Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2011Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2011Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2012Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2012Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2012Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2012Q4,2,2020-11-09,2020Q4,0
Altgeld,0.25mi,2013Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2013Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2013Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2013Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2014Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2014Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2014Q3,1,2020-11-09,2020Q4,0
Altgeld,0.25mi,2014Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2015Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2015Q2,1,2020-11-09,2020Q4,0
Altgeld,0.25mi,2015Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2015Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2016Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2016Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2016Q3,1,2020-11-09,2020Q4,0
Altgeld,0.25mi,2016Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2017Q1,1,2020-11-09,2020Q4,0
Altgeld,0.25mi,2017Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2017Q3,2,2020-11-09,2020Q4,0
Altgeld,0.25mi,2017Q4,1,2020-11-09,2020Q4,0
Altgeld,0.25mi,2018Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2018Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2018Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2018Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2019Q1,2,2020-11-09,2020Q4,0
Altgeld,0.25mi,2019Q2,1,2020-11-09,2020Q4,0
Altgeld,0.25mi,2019Q3,1,2020-11-09,2020Q4,0
Altgeld,0.25mi,2019Q4,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2020Q1,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2020Q2,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2020Q3,0,2020-11-09,2020Q4,0
Altgeld,0.25mi,2020Q4,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2021Q1,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2021Q2,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2021Q3,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2021Q4,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2022Q1,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2022Q2,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2022Q3,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2022Q4,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2023Q1,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2023Q2,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2023Q3,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2023Q4,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2024Q1,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2024Q2,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2024Q3,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2024Q4,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2025Q1,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2025Q2,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2025Q3,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2025Q4,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2026Q1,0,2020-11-09,2020Q4,1
Altgeld,0.25mi,2026Q2,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2005Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2005Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2005Q3,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2005Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2006Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2006Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2006Q3,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2006Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2007Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2007Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2007Q3,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2007Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2008Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2008Q2,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2008Q3,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2008Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2009Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2009Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2009Q3,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2009Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2010Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2010Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2010Q3,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2010Q4,3,2020-11-09,2020Q4,0
Altgeld,0.5mi,2011Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2011Q2,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2011Q3,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2011Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2012Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2012Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2012Q3,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2012Q4,4,2020-11-09,2020Q4,0
Altgeld,0.5mi,2013Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2013Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2013Q3,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2013Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2014Q1,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2014Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2014Q3,3,2020-11-09,2020Q4,0
Altgeld,0.5mi,2014Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2015Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2015Q2,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2015Q3,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2015Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2016Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2016Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2016Q3,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2016Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2017Q1,2,2020-11-09,2020Q4,0
Altgeld,0.5mi,2017Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2017Q3,2,2020-11-09,2020Q4,0
Altgeld,0.5mi,2017Q4,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2018Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2018Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2018Q3,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2018Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2019Q1,2,2020-11-09,2020Q4,0
Altgeld,0.5mi,2019Q2,3,2020-11-09,2020Q4,0
Altgeld,0.5mi,2019Q3,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2019Q4,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2020Q1,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2020Q2,0,2020-11-09,2020Q4,0
Altgeld,0.5mi,2020Q3,1,2020-11-09,2020Q4,0
Altgeld,0.5mi,2020Q4,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2021Q1,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2021Q2,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2021Q3,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2021Q4,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2022Q1,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2022Q2,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2022Q3,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2022Q4,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2023Q1,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2023Q2,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2023Q3,1,2020-11-09,2020Q4,1
Altgeld,0.5mi,2023Q4,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2024Q1,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2024Q2,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2024Q3,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2024Q4,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2025Q1,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2025Q2,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2025Q3,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2025Q4,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2026Q1,0,2020-11-09,2020Q4,1
Altgeld,0.5mi,2026Q2,0,2020-11-09,2020Q4,1
